,year of founding,Internet Activity Score,Focus functions of company,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Amount,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Renown score,Market Research,Marketing,Analytics,Software Development,Mobile,Enterprise Software,Media,Cloud Computing,Network / Hosting / Infrastructure,Social Networking,Retail,Entertainment,Healthcare,Energy,Search,Food & Beverages,Music,Publishing,Gaming,Email,Career / Job Search
32,2010,983.0,Analytics,115.0,6.0,yes,1/1/2010,20000000.0,United States,2,3,3,2,5,Yes,3,high,No,Small,No,No,No,No,Product,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,No,Medium,Bachelors,Economics,No,No,Tier_2,470,Medium,0,0,0,High,63,Few,31,High,High,Yes,No,Low,Good,Yes,Yes,No,Yes,No,No,High,9355,No,No,Yes,4.0,High,0,44,20,Not Applicable,1,12,Trigger,2 to 5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2011,68.0,Social Media optimization,9.0,13.0,yes,11/1/2011,2000000.0,United States,,,3,0,4,No,0,Nothing,No,Medium,Yes,No,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Online,B2B,None,Medium,No,Low,Bachelors,FALSE,Yes,Yes,None,500,Low,0,0,0,Medium,116,Few,14,Low,Low,No,No,Medium,Bad,No,No,No,No,No,No,,1024425,No,No,No,2.0,Low,0,4,2,Not Applicable,14,,Plateau,0 to 2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2010,,Analytics,,,No,,,,0,5,1,0,6,No,1,Nothing,No,Medium,Yes,Yes,No,Yes,Product,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,"Arts, Economics",No,No,None,500,Low,0,0,0,Low,69,Few,28,Medium,Medium,No,No,Low,Bad,No,No,No,No,No,No,,,No,No,No,2.0,Low,0,4,1,Not Applicable,1,9.375,Trigger,2 to 5,1,,,,,,,,,,,,,,,,,,,,,
35,2012,75.0,Marketing,14.0,0.0,yes,1/1/2012,2870890.0,United States,0,3,2,6,4,No,0,medium,No,Medium,No,No,No,No,Service,Yes,Public,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,Arts,No,Yes,None,500,High,1,1,1,Medium,61,Many,45,Medium,Medium,Yes,No,Medium,Good,Yes,Yes,Yes,Yes,No,No,High,1951415,No,No,Yes,4.0,Medium,0,13,2.87089,Not Applicable,7,5.033333333,Peak,2 to 5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,2012,140.0,Database Management,26.0,13.0,yes,8/1/2012,5200000.0,United States,0,0,4,4,4,Yes,2,high,No,Medium,No,No,No,No,Service,Yes,Private,Yes,Structured,No,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Bachelors,bseet,Yes,Yes,Tier_2,500,None,0,0,0,None,0,None,21,Medium,High,No,No,Medium,,No,No,Yes,No,No,No,,912860,No,Yes,No,4.0,Medium,0,30,5.2,Not Applicable,1,7.116666667,Peak,2 to 5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2012,46.0,operations,6.0,20.0,Yes,2/1/2012,70000.0,United States,4,0,2,3,2,,1,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Low,Medium,No,Low,Masters,Business management,Yes,Yes,None,500,None,0,0,0,High,7,None,19,Low,Medium,No,No,High,,Yes,Yes,Yes,No,No,Yes,High,2439989,No,Yes,Yes,4.0,High,0,4,0.07,Not Applicable,,1,Peak,2 to 5,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
38,2010,33.0,technology,13.0,0.0,yes,6/4/2010,1000000.0,United States,24,0,2,0,4,,4,low,No,Medium,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,arts,No,Yes,None,500,None,0,0,0,None,1,None,13,Low,High,No,No,Medium,,No,No,No,No,No,No,Low,3792883,No,Yes,No,4.0,High,3,3.3,1,Not Applicable,4,9.822222222,Plateau,0 to 2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2010,56.0,Analytics,7.0,0.0,No,10/1/2010,450000.0,United States,3,0,5,0,5,No,0,medium,Yes,Small,No,No,No,No,Service,Yes,Public,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,electrical,Yes,Yes,None,500,Medium,1,1,0,None,245,None,13,Medium,Medium,Yes,No,Low,Average,No,No,No,No,No,No,Low,4518529,Yes,Yes,No,3.0,High,3,2,0.45,Not Applicable,12,14,Slope,2 to 5,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,2012,89.0,Marketing,6.0,0.0,No,1/1/2012,,United States,2,1,2,1,2,No,0,medium,No,Small,Yes,No,No,No,Service,Yes,Private,No,Unstructured,Yes,Platform,Local,Non-Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Online,B2C,None,High,Yes,Low,Masters,management,No,Yes,Tier_2,500,High,0,0,0,Medium,193,None,15,Low,Medium,No,No,Medium,Bad,Yes,No,No,Yes,No,No,Low,2219202,No,No,No,2.0,High,5,7,unknown amount,Not Applicable,18,18,Peak,2 to 5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2009,69.0,Operations,3.0,0.0,No,1/30/2009,,United States,2,0,2,9,3,Yes,0,medium,No,Small,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Local,Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,media design,Yes,Yes,Tier_1,500,High,0,0,0,None,287,None,15,Low,Medium,Yes,No,High,Very Good,No,No,No,No,No,No,,,No,Yes,No,2.0,High,5,3.25,unknown amount,Not Applicable,10,10,,,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2011,374.0,Operations,57.0,-3.0,Yes,4/1/2011,60000.0,United States,1,0,0,8,3,No,0,medium,No,Medium,No,No,No,No,Service,Yes,Public,No,Unstructured,No,Platform,Global,Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,None,High,Yes,Medium,Masters,"finance, startegy and enterpreneurship",Yes,Yes,Tier_1,500,Low,1,0,0,High,439,Few,25,Low,Medium,Yes,No,Low,Very Good,Yes,No,No,No,No,No,,,No,No,Yes,2.0,High,3,28.5,0.06,Not Applicable,10,12,Plateau,0 to 2,2,,,,,,,,,,,,,,,,,,,,,
43,2008,40.0,Sales,12.0,0.0,Yes,1/1/2008,2517424.0,United States,0,0,3,0,6,,1,low,No,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,No,Few,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,High,Yes,High,Masters,Business management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,25,Medium,High,Yes,No,Medium,,No,No,No,Yes,No,No,Low,2607547,No,Yes,No,4.0,High,0,10,2.517424,Yes,36,4,Trigger,5 to 10,9,,,,,,,,,,,,,,,,,,,,,
44,2012,,Analytics,,,yes,,,,5,0,2,3,4,Yes,3,low,No,Large,Yes,Yes,No,Yes,Product,No,Public,No,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,No,No,Yes,Yes,Both,B2B,Low,High,No,Low,Masters,Business management,Yes,No,Tier_1,500,High,1,0,0,Medium,201,Many,20,Medium,Medium,No,No,High,Bad,No,No,Yes,No,No,No,,375492,Yes,No,No,2.0,High,3,200,14,Not Applicable,6,8,Peak,2 to 5,8,,,,,,,,,,,,,,,,,,,,,
45,2010,-24.0,technology,25.0,,yes,1/1/2010,1750000.0,United States,0,0,4,10,6,,0,Nothing,No,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,Yes,cloud,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,PhD,engg,No,No,Tier_1,500,None,0,0,0,None,0,None,12,Low,High,Yes,No,Medium,,No,No,Yes,No,No,No,Low,1810474,Yes,Yes,No,4.0,High,0,7.6,1.75,Not Applicable,15,7,Trigger,2 to 5,2,,,,,,,,,,,,,,,,,,,,,
46,2011,295.0,technology,35.0,0.0,yes,1/1/2011,3000000.0,United States,0,1,2,2,2,,0,high,No,Medium,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Medium,PhD,bio engg,No,No,None,500,Medium,0,0,0,None,1,None,25,Medium,High,Yes,No,Medium,,No,No,Yes,No,No,No,High,221783,Yes,Yes,No,4.0,High,0,16,3,Not Applicable,16,3,,,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2003,111.0,Risk,267.0,0.0,yes,12/1/2003,30000000.0,United States,,,2,13,14,,0,low,No,Medium,Yes,Yes,No,No,Product,No,Private,Yes,Structured,No,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,Business management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,Medium,No,No,Medium,Good,No,No,Yes,No,No,No,Medium,1089377,No,Yes,No,4.0,High,0,30,30,Yes,72,24,,,0,,,,,,,,,,,,,,,,,,,,,
48,2000,160.0,operations,594.0,3.0,yes,1/1/2000,25000000.0,United States,,,2,0,9,,0,high,No,Large,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,High,Bachelors,Business management,Yes,Yes,Tier_1,500,High,0,0,0,High,9,None,51.5,High,High,No,No,Low,Bad,Yes,No,No,Yes,No,No,High,213086,Yes,Yes,No,3.0,Medium,0,47.38,25,Yes,156,156,,,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,,0.0,Marketing,,,No,,11000000.0,United States,0,0,2,0,2,Yes,3,low,Yes,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,cloud,Local,Non-Linear,No,Few,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,"ECONOMICS,COMPUTERS",Yes,Yes,Both,500,Medium,0,1,1,Medium,126,Many,32,Low,Medium,Yes,No,Low,Bad,No,No,No,No,No,Yes,,375318,Yes,No,No,4.0,Low,3,1,11,Yes,12,1,,,5,,,,,,,,,,,,,,,,,,,,,
50,2011,805.0,"Marketing, Web Analytics",23.0,0.0,yes,5/6/2011,4000000.0,United States,0,3,2,1,3,Yes,2,high,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Cloud,Global,Non-Linear,No,Many,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Bachelors,,,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,,No,No,No,No,No,No,High,11967,No,Yes,No,4.0,High,0,14,4,Not Applicable,13,4.583333333,Plateau,0 to 2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2009,-129.0,Marketing,50.0,0.0,yes,7/1/2009,13000000.0,United States,0,0,2,2,4,Yes,3,medium,Yes,Large,Yes,Yes,No,No,Both,No,Private,Yes,Structured,No,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,economics,Yes,Yes,Tier_1,500,Medium,1,1,1,None,0,None,14,Low,Medium,Yes,No,Low,,No,No,Yes,No,No,No,High,169460,Yes,Yes,No,4.0,High,0,13.75,13,Not Applicable,1,7.733333333,Trough,2 to 5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2009,416.0,"Strategy, Operations, Finacial Planning",,,yes,1/1/2009,1070901.0,United States,0,0,3,5,7,Yes,4,high,No,Large,No,No,Yes,No,Both,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,High,Masters,Computer Science,Yes,Yes,None,500,High,0,0,0,Medium,100,Many,44,High,Medium,Yes,No,Medium,,Yes,No,No,Yes,No,No,High,447301,No,No,No,3.0,Medium,0,28.75,1.070901,Not Applicable,20,4.9,,,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2007,,Strategy,,,yes,,,,0,2,4,3,8,Yes,5,Nothing,No,Medium,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,Many,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,High,High,Yes,High,Masters,MBA,Yes,Yes,Tier_1,440,Medium,0,0,0,Medium,75,Few,26,High,Medium,Yes,Yes,Medium,,Yes,Yes,Yes,Yes,No,No,High,,Yes,Yes,No,4.0,High,3,11.6,15,Yes,12,6.466666667,Trigger,5 to 10,6,,,,,,,,,,,,,,,,,,,,,
54,2012,888.0,Marketing,38.0,23.0,yes,9/1/2012,6500000.0,United States,10,0,1,3,4,Yes,2,high,No,Medium,No,No,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Low,Medium,No,Low,Bachelors,Political Science,No,No,None,500,Low,0,0,0,Medium,79,Few,0,Medium,Medium,Yes,No,Medium,,No,Yes,No,Yes,No,No,High,86394,Yes,No,Yes,3.0,High,0,40,6.5,Not Applicable,8,4.183333333,Peak,2 to 5,4,,,,,,,,,,,,,,,,,,,,,
55,2011,524.0,Data Collection,,,yes,,,,3,0,2,2,3,Yes,1,medium,No,Medium,No,No,No,No,Service,Yes,Private,No,Both,Yes,Cloud,Global,Linear,Yes,Many,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,High,Bachelors,Arts,No,Yes,None,500,Medium,0,0,0,High,74,Few,22,Medium,Medium,Yes,No,Low,,Yes,Yes,No,Yes,No,No,High,217103,Yes,No,No,3.0,Medium,0,15,5,Not Applicable,11,3.3,Peak,2 to 5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2008,16.0,marketiing,,,No,3/1/2008,,United States,0,1,2,2,3,No,0,medium,Yes,Large,No,No,No,Yes,Product,No,no,No,Unstructured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Medium,Masters,bussiness,Yes,Yes,None,500,Medium,1,1,1,High,2,Few,25,Low,High,Yes,No,Low,,No,No,No,No,No,No,High,12999889,Yes,Yes,No,3.0,Medium,0,1,unknown amount,Yes,24,24,Trigger,5 to 10,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2012,272.0,marketing,24.0,0.0,No,4/17/2012,1000000.0,United States,1,0,2,2,4,No,0,medium,Yes,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,Unstructured,No,Platform,global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,general mangement,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,Medium,Yes,No,Low,,No,No,Yes,No,No,No,Medium,282991,Yes,Yes,No,3.0,High,0,15,1,Not Applicable,7,4.716666667,Plateau,0 to 2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2012,,analytics,,,No,,,,0,1,2,0,2,No,0,medium,No,Small,Yes,Yes,No,Yes,,No,Both,Yes,Structured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Offline,B2B,None,High,Yes,Medium,Masters,bussiness,Yes,Yes,Tier_1,500,Medium,0,0,0,High,1,Few,15,Medium,High,No,No,Low,,Yes,No,Yes,No,No,No,,,Yes,Yes,No,4.0,High,0,50,2.5,Not Applicable,16,16,Plateau,0 to 2,7,,,,,,,,,,,,,,,,,,,,,
59,2012,124.0,analytics,13.0,0.0,No,1/1/2012,2000000.0,United States,2,1,2,0,2,No,0,high,No,Medium,No,No,No,Yes,Product,No,no,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,computer science,Yes,Yes,Tier_2,500,None,0,0,0,None,4,Few,17,High,Medium,Yes,No,Low,,No,No,No,No,No,No,High,754828,No,No,No,3.0,Medium,0,14,2,Not Applicable,1,3.322222222,Peak,2 to 5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2009,409.0,analytics,22.0,-4.0,yes,1/1/2009,3900000.0,United States,0,0,2,0,2,No,2,medium,Yes,Large,No,No,No,Yes,Product,No,Both,No,Both,Yes,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Medium,High,No,Medium,Bachelors,science,Yes,Yes,Tier_1,500,Medium,1,1,1,None,0,None,20,Low,Low,Yes,Yes,Low,,No,No,Yes,No,No,No,Low,28597,No,No,No,3.0,Medium,0,12.5,3.9,Not Applicable,14,12.74444444,Trough,2 to 5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2012,51.0,analytics,,,yes,1/1/2012,4100000.0,United States,10,0,2,1,4,No,0,low,No,Small,Yes,Yes,No,Yes,Service,No,Both,No,Structured,No,Platform,global,Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,sb,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Low,No,No,Low,,No,No,No,No,No,No,Low,761094,No,No,No,3.0,Medium,0,18,4.1,Not Applicable,10,3.983333333,Peak,2 to 5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2012,388.0,sales,17.0,6.0,No,11/1/2012,750000.0,India,0,1,2,1,2,No,0,low,No,Large,No,No,No,Yes,Service,No,no,No,Structured,No,none,local,Non-Linear,No,Many,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Medium,Bachelors,economics,Yes,Yes,Tier_1,500,Medium,1,1,1,High,1,None,20,Low,Medium,Yes,Yes,Low,,Yes,No,No,No,No,No,Medium,17535,No,No,,3.0,High,0,18,0.75,Not Applicable,10,10,Peak,2 to 5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2012,315.0,e-learning,3.0,0.0,No,11/1/2012,,India,1,0,2,0,2,No,0,high,No,Small,Yes,Yes,No,Yes,Product,No,no,No,not applicable,Yes,Platform,global,Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Medium,Bachelors,computer science,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,19,Low,Low,No,No,Low,,No,No,No,No,No,No,,204716,No,No,No,3.0,Medium,0,4,unknown amount,Not Applicable,4,4,,,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2012,,sales,,,No,,,,1,0,2,0,2,No,0,low,No,Large,Yes,No,No,Yes,Product,No,no,No,not applicable,No,none,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,mca,Yes,Yes,Tier_2,500,Medium,0,0,0,None,5,None,6,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,,No,No,,3.0,Medium,2,17,unknown amount,Not Applicable,1,1,Peak,2 to 5,1,,,,,,,,,,,,,,,,,,,,,
65,2007,,software service,,,yes,,,,0,0,2,0,1,No,0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,Structured,No,none,global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,High,No,Medium,Bachelors,engg,Yes,Yes,Tier_1,500,Medium,0,0,0,High,0,None,25,High,Low,Yes,No,Medium,,Yes,No,Yes,No,No,No,High,,No,Yes,No,3.0,Medium,0,81.33,15,Yes,75,75,Trigger,5 to 10,4,,,,,,,,,,,,,,,,,,,,,
66,2009,157.0,mobile app,43.0,2.0,yes,1/1/2009,,United States,0,0,4,1,5,No,0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Medium,Bachelors,technology,Yes,Yes,Tier_2,500,Medium,0,0,0,High,0,None,25,Medium,Low,No,No,Low,,Yes,No,Yes,Yes,No,Yes,High,346300,No,No,No,3.0,High,0,9.75,unknown amount,Not Applicable,36,9.466666667,Trigger,5 to 10,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2012,133.0,application,,,No,1/1/2012,,India,0,4,2,0,2,No,0,Nothing,No,Medium,Yes,Yes,No,Yes,Service,No,no,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,Medium,No,Medium,Masters,management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,0,Low,Low,No,No,Low,,No,No,No,No,No,No,,1873143,No,No,No,3.0,Medium,0,5,unknown amount,Not Applicable,20,20,,,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2013,408.0,technology,,,No,1/31/2013,62000.0,Azerbaijan,1,0,2,0,2,No,0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,no,No,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Low,Bachelors,management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,2,None,25,Low,Medium,Yes,No,Low,,No,No,No,No,No,No,,63274,No,No,No,3.0,Medium,0,6,0.062,Not Applicable,2,6,,,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2011,239.0,analytic,,,No,4/14/2011,10000.0,Azerbaijan,2,0,4,0,4,No,0,low,No,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,None,High,No,Low,Bachelors,history,No,Yes,Tier_2,428,Medium,0,0,0,None,0,None,25,Low,Medium,Yes,No,Low,,No,No,No,No,No,No,Medium,1275090,No,Yes,No,3.0,Medium,0,2,0.01,Not Applicable,32,32,Plateau,0 to 2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
